"","subject","condition","vignetteType","vignetteNumber","answerOrder","vignette","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"869","akv435yzkfx","G10B","G","10","B","G10",7,2,"male",30,"correct","I think a 50% chance to win $1000 is better than the other option of not knowing the % you have to draw a red ball."
"870","dak535yzjin","L6B","L","6","B","L6",7,3,"male",33,"correct",NA
"871","bdae35yzyz8","G1B","G","1","B","G1",7,2,"male",32,"correct",NA
"872","ld9i35yzzfi","G1A","G","1","A","G1",7,-1,"female",25,"correct",NA
"873","vlc435yz7lp","G4A","G","4","A","G4",7,2,"male",52,"correct",NA
"874","gn3u35yz4wr","G5A","G","5","A","G5",6,-1,"male",63,"correct","flip a coin you're either or. with possibly variable ratio I may get better chance to be lucky. for the flood question I reacted to far away on a hill. sure on a hill but maybe not far away is why not 100%."
"875","3bcc35yzgrv","L5B","L","5","B","L5",7,-2,"male",39,"correct","Both lead to inconclusive results.  Given that, there's no real benefit to knowing it's a coin flip."
"876","w3vu35yz3tu","L8B","L","8","B","L8",7,-2,"male",25,"correct","Both ways my car was gonna get damaged, even though the first statement could equal or be worse in terms of chance it felt better not knowing what the probability of the event occurring."
"877","u7fe35yzpeu","G3B","G","3","B","G3",7,1,"male",43,"correct",NA
"878","72zt35yzjja","G6A","G","6","A","G6",7,0,"male",45,"correct","either way there was not a good chance of her being at the party I chose."
"879","xcw535yz0g6","L8B","L","8","B","L8",7,-1,"female",43,"correct","50/50 isn't great odds - I would slightly prefer to not know the odds - that way I can at least tell myself that *Maybe* the odds are in my favor."
"880","jwg335yzi16","L10B","L","10","B","L10",7,3,"female",39,"correct","I was thinking how sad it is to not know about your future. I mean, you know that if you don't pick the right choice there's a 50% chance to be terminated but there is nothing you can do about it, you're not a fortune teller so you can't be certain about the branch that will stay open... It's a conundrum that won't make you sleep at night."
"881","u7xd35yzocx","L12A","L","12","A","L12",7,0,"male",29,"correct",NA
"882","28ts35yzo4y","G11A","G","11","A","G11",7,0,"female",47,"correct",NA
"883","l3ac35yzqs9","G4A","G","4","A","G4",7,0,"female",33,"correct","I really didn't care either way, if Y liked me it wouldn't be the end of the world but it would also make me sad to know if it was a 99% probability of them."
"884","9qta35yzr6g","L4B","L","4","B","L4",7,-2,"female",32,"correct","I guess the odds being 50-50 would make me feel worse than not knowing the odds at all. As the reality of the virus isn't something I can control, not knowing the odds would let me pretend the odds were better than they might actually be, if that makes sense."
"885","uril35yzxwh","L8B","L","8","B","L8",7,-2,"male",29,"correct",NA
"886","pjix35yzrkr","G1B","G","1","B","G1",6,3,"male",30,"correct",NA
"887","4cr435yz6oj","L12B","L","12","B","L12",7,0,"male",35,"correct",NA
"888","a14x35yzra4","L10B","L","10","B","L10",7,1,"female",42,"correct",NA
"889","qota35yzly7","G3A","G","3","A","G3",7,0,"female",64,"correct","Both options were very similar so I had no preference. Either choice would give the same results"
"890","p7lb35yzoin","G6B","G","6","B","G6",7,-2,"male",39,"correct",NA
"891","nfxh35yza04","G9B","G","9","B","G9",7,1,"male",41,"correct","While the two choices are technically the same, I didn't pick indifferent because I'd want to know for certain there was at least some chance that the endeavor my child chose could receive the scholarship.  Or even that it had a 50% chance as opposed to worse odds.  The idea that I didn't know at all, and that it could be a really small percentage, bothered me for the other option.  So, again, even though the choices were really mathematically identical, the ""certainty"" of a 50-50 shot made me feel slightly better."
"892","vwy535yzd86","L11B","L","11","B","L11",7,2,"female",49,"correct",NA
"893","qx4535yz1an","L9B","L","9","B","L9",7,3,"male",45,"correct",NA
"894","bit435yz3s2","L8B","L","8","B","L8",7,-2,"female",47,"correct","I was thinking that I would try not to worry too much about it, I would rather wait and see since there is a 50% chance it could go either way."
"895","rkmq35yztwk","L5B","L","5","B","L5",7,0,"male",31,"correct",NA
"896","4tia35yzqre","G11A","G","11","A","G11",7,0,"male",56,"correct","the probability is uncertain in option B and 50-50 in option A which made my choice even"
"897","mkk635yzyvl","G6B","G","6","B","G6",7,0,"male",40,"correct",NA
"898","76lq35yzwvu","L4A","L","4","A","L4",7,3,"male",37,"correct","I liked to see the actual probability instead of just a blanket statement that said it could be X or Y."
"899","mfta35yz8ia","L4A","L","4","A","L4",7,-1,"female",31,"correct",NA
"900","yul035yz8tp","G6A","G","6","A","G6",7,3,"female",43,"correct","The crush is going to be at one or the other, so it is a 50/50 change.  It is taking a risk of seeing or missing them either way."
"901","ztsd35yzovj","G5A","G","5","A","G5",7,1,"female",36,"correct",NA
"902","5nwm35yz2bn","G4A","G","4","A","G4",7,-1,"female",42,"correct","If the situation was B there could be a higher or lower chance of the crush being mutual than in A. I slightly prefer B because of the possibility of a higher chance of a mutual crush."
"903","iie035yz979","L6B","L","6","B","L6",7,0,"male",36,"correct",NA
"904","0mnn35yzgw6","L8A","L","8","A","L8",7,-2,"male",37,"correct","I was thinking about how things work out in my life and the probability is high that my car is safe. I was more confident than taking the 50% chance."
"905","3ndu35yznn2","G1A","G","1","A","G1",7,3,"male",34,"correct","the numbers the percents used, they were more concrete for my visualization"
"906","uaxk35yzc0x","L11A","L","11","A","L11",7,-1,"female",25,"correct",NA
"907","id0e35yzh3r","L9B","L","9","B","L9",7,3,"male",34,"correct","I don't want to go blind into an election with what could be false hope. Better that I know it is 50/50."
"908","6qbg35yztl8","G11A","G","11","A","G11",7,-2,"female",32,"correct",NA
"909","icah35yzve1","L5B","L","5","B","L5",7,0,"male",35,"correct",NA
"910","h94935yz9f8","G2A","G","2","A","G2",7,0,"male",43,"correct","It really boils down to a 50 50 chance in either scenerio. THere really isnt enough info to make a good choice, only a gamble."
"911","1a8a35yze1g","L10B","L","10","B","L10",6,0,"female",52,"correct",NA
"912","v5jy35yzajl","L1B","L","1","B","L1",7,0,"female",22,"correct","I chose in the middle (no preference) because both situations seemed pretty uncertain and bad, neither option seemed to be clearly better or safer than the other because either way one of your stocks is going to plummet and you have no way of knowing which one it would be."
"913","7joz35yzwd3","L1A","L","1","A","L1",7,2,"female",40,"correct",NA
"914","6c9l35yzbiu","G9A","G","9","A","G9",7,1,"female",44,"correct",NA
"915","0j8035yz9fr","G3A","G","3","A","G3",7,1,"female",33,"correct",NA
"916","evwo35yzcby","G11A","G","11","A","G11",7,2,"female",40,"correct",NA
"917","lvb135yziom","L8A","L","8","A","L8",7,-2,"female",38,"correct",NA
"918","5a7e35yzjss","L10A","L","10","A","L10",7,0,"male",36,"correct",NA
"919","6fu135yz1gp","G4A","G","4","A","G4",7,2,"female",66,"correct","I would rather have a small chance than no chance at all."
"920","vudy35yzm3w","L10A","L","10","A","L10",7,2,"female",31,"correct",NA
"921","5zpa35yzf0h","G5B","G","5","B","G5",6,0,"male",36,"correct",NA
"922","m1ik35yzrqt","L1A","L","1","A","L1",7,1,"male",18,"correct","I wanted to know the probabilities instead of being left in the dark about them. I was thinking about how I wanted to know."
"923","zino35yzz9y","L8A","L","8","A","L8",7,0,"female",38,"correct","The circumstances seemed comparatively uncertain to me."
"924","u3bp35yz32v","L6A","L","6","A","L6",7,0,"male",29,"correct","Both situations were similar in the situation that was presented in order for me to make a decision regarding."
"925","83wo35yzefp","L12B","L","12","B","L12",7,1,"female",49,"correct","It was a hard decision.  I thought that I might prefer there being an even chance that either department's budget would be slashed versus knowing that one might have a higher probability of being slashed.  I'm afraid that I might keep questioning why I was working so hard when it was possible there was a very high possibility of a huge budget decrease."
"926","depf35yzmpq","L9A","L","9","A","L9",7,2,"female",44,"correct","I was think I would rather know it was a very close race if I did lose. With the other option it could have been a landslide, but not in my favor which would have felt worse. If I were going to lose, I'd rather know it was very close."
"927","379u35yzqze","L5B","L","5","B","L5",7,-3,"female",67,"correct","I was thinking, that for the time being, until I could find out which pathogen I had, I would prefer the possibility that the percentages of having a good outcome could be much higher."
"928","sb2j35yztvg","G9A","G","9","A","G9",7,-1,"female",58,"correct","at least there would be a 50-50 chance, where the other choice is unknown chances, and might be even less than 50 for whatever I chose."
"929","au4b35yz1l8","L9A","L","9","A","L9",7,2,"female",27,"correct","It would be nice to know the probability of winning and losing exactly, to change plans as needed"
"930","tth335yz8gr","L9A","L","9","A","L9",7,-3,"female",64,"correct","I answered B because It was more or less a true,non stressful realization. The first choice made me a little frightened. B relaxed me when I read it. I could look at B  as the time to step back and think about things and not stress if I lost the re-election."
"931","u6pp35yzr5r","L10A","L","10","A","L10",7,2,"female",65,"correct","I would rather know that there was a 50% chance of my branch closing than not to know. With the 50/50 knowledge, I know it's worthwhile to investigate new opportunities, save money, etc. If I didn't know the percentages, I might be tempted to think I had a good chance of being in the branch that didn't close. I would also likely swing to the other direction and be sure I was going to lose my job. 

That might not make a lot of sense. I guess I just like having more information and less uncertainty."
"932","5hdk35yz17s","L1A","L","1","A","L1",7,1,"female",49,"correct","I would rather know my probability than to be unsure therefore I chose A."
"933","8rqa35yzw7h","L10B","L","10","B","L10",7,1,"male",27,"correct","Personally, I chose what I did because I'd rather have a 50/50 shot than possible skew on either side. For example, if I chose one bank I would feel better about the odds if it was 50 rather than some arbitrary values like 90 or 20. 90% would be good, but since I wouldn't know that it could ery easily be the 20%."
"934","63ze35yzcm8","L3A","L","3","A","L3",7,-3,"female",55,"correct","50% is high and I guess I would feel more hopeful not knowing the odds."
"935","1xuo35yzpnh","G7A","G","7","A","G7",7,0,"male",27,"correct","There really wasn't much difference between the 2."
"936","5xh535yz52m","L5B","L","5","B","L5",7,-1,"male",30,"correct",NA
"937","y3re35yzn8q","L7A","L","7","A","L7",7,2,"male",35,"correct",NA
"938","a0sj35yz2lc","L5B","L","5","B","L5",7,-2,"male",53,"correct",NA
"939","8bh335yzgas","L12A","L","12","A","L12",7,0,"female",33,"correct","If they don't know which will get slashed, then I do not care because there's a 50/50 that each are going to have issues."
"940","g2nu35yzl4e","G3A","G","3","A","G3",7,0,"male",41,"correct",NA
"941","reo335yzvwg","L2B","L","2","B","L2",7,2,"male",28,"correct","I rather know my chances even if it turn out negative."
"942","kvn735yzd8h","L1B","L","1","B","L1",7,2,"male",34,"correct",NA
"943","iejm35yzcnd","L12B","L","12","B","L12",7,2,"female",53,"correct","I would prefer a 50/50 chance rather than not knowing which department's budget will be slashed as that % could be much higher (ie   100/0)"
"944","ff9w35yz19p","G1A","G","1","A","G1",7,2,"female",42,"correct",NA
"945","ug2z35yzuw8","G9A","G","9","A","G9",7,-1,"female",42,"correct",NA
"946","79r535yzh58","L9B","L","9","B","L9",7,0,"female",51,"correct","Both the answers had the same outcome"
"947","ez2n35yzpkh","L11B","L","11","B","L11",7,2,"female",45,"correct",NA
"948","hrm435yzqxj","L8A","L","8","A","L8",7,0,"female",37,"correct",NA
"949","0gqf35yzjvc","G12A","G","12","A","G12",7,1,"male",30,"correct",NA
"950","pw9g35yz50e","G11B","G","11","B","G11",7,0,"male",36,"correct",NA
"951","dobw35yz624","L5B","L","5","B","L5",7,1,"female",21,"correct","I would rather take a 50/50 chance and know for sure."
"952","u9ks35yzivt","L8A","L","8","A","L8",7,-2,"female",26,"correct","I felt like it was a 50/50 chance it struck my car"
"953","uqoq35yzeec","G3B","G","3","B","G3",7,-2,"male",37,"correct","I was not interested in the 50/50 shot, I believe I would be able to guess what department would be favored if one of them had a high probability."
"954","i75j35yzxt6","G1B","G","1","B","G1",5,1,"female",29,"correct","I would slightly rather it be 50/50 than not knowing the likelihood at all."
"955","ck1e35yz7w9","G3A","G","3","A","G3",7,0,"female",31,"correct",NA
"956","ga6735yzevi","G9A","G","9","A","G9",7,1,"female",47,"correct",NA
"957","aols35yzxih","G9B","G","9","B","G9",7,3,"female",40,"correct",NA
"958","96yq35yzdap","G9B","G","9","B","G9",7,1,"female",45,"correct","I was thinking 50% / 50% might be better than if it turns out to be 70% / 30% or something like that I guess."
"959","w5qz35yzvsk","L3A","L","3","A","L3",7,-1,"male",55,"correct","I slightly preferred the unknown chance because I hoped the odds might be better than 50/50."
"960","1yqk35yzyqf","G9B","G","9","B","G9",7,1,"female",61,"correct","I was thinking about what the unknown probabilities might be. I decided that my child might be better off with a definite 50% chance of getting the scholarship because the unknown chance could be less."
"961","x1dn35yz54m","G6A","G","6","A","G6",7,0,"male",37,"correct","I do not know which party the crush would be at. So both answers still have me with the same question of which party the woman will be at."
"962","4k6z35yzbyi","G8A","G","8","A","G8",7,0,"female",31,"correct",NA
"963","kaz535yzh8m","L8B","L","8","B","L8",7,0,"male",29,"correct","As far as I'm concerned knowing the statistical probability that my car would be effected is no different than a blanket yes/no state. Either my car will be damaged or it won't. Knowing the numbers wouldn't help me either way."
"964","2lws35yzyra","L2B","L","2","B","L2",7,2,"female",33,"correct","I figured if one snake was only POSSIBLY poisonous and the other was definitely harmless then a 50/50 chance of it being either snake means that there's a definite smaller chance of me being harmed."
"965","6rij35yziu1","G2B","G","2","B","G2",7,0,"female",74,"correct","Since I had no idea which company would get the funding, I simply did not have a preference.  I would just go with the flow."
"966","cs9135yz6v7","G9A","G","9","A","G9",7,0,"female",41,"correct","I was thinking that it would be better to know that each one had the same chance of being the correct one."
"967","7ym735yzpvv","G11B","G","11","B","G11",7,2,"male",36,"correct","I'd rather know I had a 50% chance of seeing it, rather than going with the other option and it only being a 20% chance or something. The other option was an unknown percentage, so I leaned more toward the known percentage option."
"968","y8ht35yz26f","G2A","G","2","A","G2",7,-1,"female",29,"correct",NA
"969","7n7335yzgtq","L6B","L","6","B","L6",7,3,"female",40,"correct",NA
"970","t7rs35yzwkj","G8B","G","8","B","G8",7,2,"male",20,"correct","I chose this answer because it probably implied a better probability of getting to date the more attractive person."
"971","gibs35yz8tr","L1B","L","1","B","L1",7,1,"female",50,"correct","Reducing uncertainty as much as possible was important."
"972","4yba35yzild","L4B","L","4","B","L4",7,2,"female",39,"correct",NA
"973","8oeb35yzu89","L10B","L","10","B","L10",7,1,"female",40,"correct",NA
"974","o00g35yzbmr","L6B","L","6","B","L6",7,2,"female",68,"correct",NA
"975","kgm535yzksy","L7A","L","7","A","L7",7,2,"male",50,"correct",NA
"976","6m1l35yz1bf","G10A","G","10","A","G10",7,2,"female",68,"correct","Because I at least had a 50/50 chance"
"977","txxv35yzwyr","L7B","L","7","B","L7",7,-2,"male",27,"correct",NA
"978","0esi35yzsw6","L6A","L","6","A","L6",7,-3,"male",32,"correct",NA
"979","g1h135yztot","L9B","L","9","B","L9",7,-1,"female",43,"correct",NA
"980","nux935yzrhq","L4A","L","4","A","L4",7,0,"female",52,"correct",NA
"981","azcf35yz1x9","L6B","L","6","B","L6",7,3,"male",45,"correct",NA
"982","yedg35yzh6a","G3B","G","3","B","G3",7,-1,"male",52,"correct","I said that I slightly preferred the scenario where there was ambiguity about the exact preferences.   I decided that I liked this scenario better as it allowed me to try and better assess the decision to make the best possible that I could as opposed to making a 50%/50% decision which is basically the equivalent of flipping a coin."
"983","j37c35yz9jk","L6B","L","6","B","L6",7,3,"female",31,"correct","that between the 2 gentlemen 50% is the correct percentage"
"984","kama35yz941","L5A","L","5","A","L5",7,-2,"female",44,"correct","I would rather be certain than not know."
"985","rnoi35yzziw","G1A","G","1","A","G1",7,-1,"female",56,"correct","It was a tough one to decide, but I slightly preferred not knowing the percent chance of one stock skyrocketing.  Mostly because my choice would be a 50/50 decision, and I think I could accept the outcome better not knowing that the stocks had equal likelihood of skyrocketing."
"986","m5aj35yz7y4","L1A","L","1","A","L1",7,2,"female",50,"correct","I thought that I would prefer to know how much my stocks would drop."
"987","3qx535yz0oz","L9A","L","9","A","L9",7,2,"male",57,"correct",NA
"988","kgeq35yzfro","L7A","L","7","A","L7",6,2,"female",42,"correct",NA
"989","czcm35yz2zc","G10B","G","10","B","G10",7,3,"male",36,"correct","I'd rather know the odds and 50/50 is quite fair."
"990","xk3035yzccu","L1B","L","1","B","L1",7,0,"female",35,"correct",NA
"991","3hwi35yzncj","L8B","L","8","B","L8",7,1,"male",33,"correct",NA
"992","go5635yze80","G1A","G","1","A","G1",7,0,"female",47,"correct",NA
"993","toe235yz92j","G6B","G","6","B","G6",7,0,"female",54,"correct","I answered ""no preference"", because the first answer said the odds were unknown between the two, and I would assume 50/50 odds. And the second answer stated there were 50/50 odds."
"994","lt6y35yz8bp","L4B","L","4","B","L4",6,2,"male",50,"correct",NA
"995","hh6a35yzbx1","L10B","L","10","B","L10",6,0,"male",19,"correct","Since I don't know what the odds are for A, it's a 50/50 situation to me anyway, so the two options are the same."
"996","dlii35yzrlr","L3B","L","3","B","L3",7,1,"male",63,"correct","I was trying to decide which was the least damaging but it was a difficult choice between the 50/50 B option or the unknown probability of option A. I'm still not sure which is better but option B at 50% at least put a limit on it whereas option A didn't. So, I guess I avoided the unknown option."
"997","7pay35yzt80","G4A","G","4","A","G4",7,2,"female",27,"correct","I'd rather have more of a certainty of knowing which one liked me (50% each) as opposed to not knowing the specific probabilities."
"998","1mup35yzec9","L1B","L","1","B","L1",7,0,"female",49,"correct","Because it was basically the same outcome. Either way one of the stocks was dropping."
"999","hi4t35yze8f","L6A","L","6","A","L6",7,0,"male",24,"correct","Appearance don't necessarily make a good date, an individual is more than just their looks, as such I am totally indifferent as to who my date is. A pretty person can be soulless and boring and end up ruining the date."
"1000","w0tk35yz85w","G9B","G","9","B","G9",7,2,"male",51,"correct",NA
"1001","19ay35yzq10","G12A","G","12","A","G12",6,1,"female",25,"correct",NA
"1002","alx335yz8x7","G3A","G","3","A","G3",6,0,"male",48,"correct",NA
"1003","oz4f35yzgub","L12B","L","12","B","L12",7,2,"male",51,"correct",NA
"1004","zdzz35yzi0h","L6B","L","6","B","L6",7,-2,"female",57,"correct","If there is no guarantee of which person is my date, I would rather leave it up to chance without knowing the odds."
"1005","ewjs35yzfdv","G9B","G","9","B","G9",7,0,"male",51,"correct",NA
"1006","bou435yzmfm","L11A","L","11","A","L11",6,0,"male",27,"correct",NA
"1007","z2ac35yz39j","G11A","G","11","A","G11",7,0,"female",39,"correct",NA
"1008","u20c35yzv21","L3A","L","3","A","L3",7,2,"other",43,"correct",NA
"1009","k7yc35yz30l","G3B","G","3","B","G3",7,0,"female",25,"correct",NA
"1010","00s735yzmt4","L9A","L","9","A","L9",7,3,"male",37,"correct","I would rather have data to go by than just information without any data. In both cases, I could win or lose. But in one case knew I had equal chances of winning or losing. In the other I had no such information."
"1011","ah4i35yzhxi","G10A","G","10","A","G10",7,3,"female",44,"correct","I remembered what it was about the balls."
"1012","pmkz35yz26y","L12A","L","12","A","L12",7,-2,"male",42,"correct","I was thinking about how I might improve my 50/50 odds of picking the ""correct"" department; that is, the department that won't have its budget slashed. I chose (B) because with each probability being unknown, and since I have not yet accepted the promotion offer yet (meaning I haven't chosen my department yet either), I would try to gather more information that could lead me in the right direction. With choice (A), the wording suggests not that the percentages are unknown (like with option B), but that it's a 50/50 proposition. With this in mind, I would prefer to go with the unknown and try to nail down some figures so I could make an informed decision about which department to head."
"1013","68sb35yzxz2","G9A","G","9","A","G9",7,0,"female",41,"correct",NA
"1014","ws1035yz2sz","L6B","L","6","B","L6",7,2,"female",53,"correct",NA
"1015","wjjj35yzscr","L12A","L","12","A","L12",7,1,"female",44,"correct","The last question asked which department to choose for budget cuts at work.  I selected the answer above that was closest to the question.  I chose the answer I did because there was a chance that the department I worked in didnt have any budget cuts."
"1016","4txg35yz60u","G2B","G","2","B","G2",7,0,"female",38,"correct","I chose the answer I did because, since I don't know the probabilities in option A, then I can't assume it is any better than 50/50 like in option B so I don't really prefer either one as they could possibly be the same."
"1017","ihdd35yzkv2","L8B","L","8","B","L8",7,1,"female",38,"correct",NA
"1018","jn9t35yzbh0","L1A","L","1","A","L1",7,1,"male",54,"correct","Because I had some information about the probability, vs not having any info."
"1019","m5n035yzf5s","G12B","G","12","B","G12",7,0,"male",33,"correct","Because there was no noticeable downsides to each option."
"1020","prb935yz7zn","G1A","G","1","A","G1",5,3,"female",52,"correct",NA
"1021","sknd35yzeim","G6B","G","6","B","G6",7,3,"female",38,"correct","The answer made more sense to me. The 50% told me of the exact probability and I always like to know exactly what I am up against and what my chances are of success. I was thinking that one situation would be no better than the other"
"1022","f89s35yz8nf","G8B","G","8","B","G8",7,3,"female",29,"correct",NA
"1023","xb0x35yzlqy","L8B","L","8","B","L8",7,-2,"female",45,"correct","because maybe there would be a 90% to 10% chance instead"
"1024","0hoi35yz20h","G12A","G","12","A","G12",7,0,"male",40,"correct",NA
"1025","rst935yzjox","G10A","G","10","A","G10",7,1,"male",40,"correct",NA
"1026","ejgy35yz3cb","L1A","L","1","A","L1",7,3,"male",29,"correct",NA
"1027","imf235yzwid","L2B","L","2","B","L2",7,0,"female",51,"correct",NA
"1028","mowg35yz12m","G1B","G","1","B","G1",7,2,"male",39,"correct",NA
"1029","hzfv35yzu11","L9B","L","9","B","L9",7,1,"female",35,"correct",NA
"1030","egle35yzckb","L11A","L","11","A","L11",6,-3,"male",37,"correct","It was there in the question itself that the school has not finalized the exact program they were going to discontinue, and I felt that the answer I chose was appropriate keeping in mind the scenario provided."
"1031","4ibf35yzhju","L2A","L","2","A","L2",7,-2,"male",43,"correct","I picked that answer because it was more realistic than a simple 50-50 chance in this situation with the snake bite."
"1032","zeqw35yzy0o","L7B","L","7","B","L7",7,-2,"male",55,"correct","at least you would have some idea what you were up against"
"1033","7i3335yzif2","G9A","G","9","A","G9",7,0,"male",35,"correct","I am thinking that 50/50 odds make it impossible to predict the outcome or choose a specialization for my child now.  The unknown outcome probably has one choice or the other in my favor but their is no way of knowing so I could specialize my child in something with no shot of being the scholarship specialization.  Both options are unhelpful in the decision making process."
"1034","yu4435yzde5","L7A","L","7","A","L7",7,2,"male",34,"correct","I like to know my chances for something before hand."
"1035","f2wm35yz235","L6B","L","6","B","L6",7,2,"female",47,"correct","There's less ambiguity in situation B; that makes it less stressful for me."
"1036","yudm35yzwe2","L1B","L","1","B","L1",7,1,"female",62,"correct","There really is no difference between the two options. I have no idea which of the two stocks will plummet. If I choose option A either stock could plummet. If I choose option B, the only difference is that I know both stocks have the same risk of being the stock that will plummet. So, I selected option B because at least I know that both stocks have the same risk of plummeting."
"1037","6xxn35yzu29","L1A","L","1","A","L1",7,0,"female",28,"correct",NA
"1038","tcg035yzfis","L6B","L","6","B","L6",7,1,"male",38,"correct",NA
"1039","bt0w35yzvxq","G6B","G","6","B","G6",7,0,"female",44,"correct","It didn't seem to make a difference how likely they'd be there, since I didn't know the probability."
"1040","em7h35yzd50","G10B","G","10","B","G10",7,3,"male",47,"correct","A 50/50 chance to win a thousand bucks seems like a good position to be in."
"1041","gppa35yzpk3","L1B","L","1","B","L1",7,0,"male",52,"correct","either one I did not know which one will plummet and which one would grow."
"1042","61v235yzojy","L7B","L","7","B","L7",7,2,"female",31,"correct","I would rather know my odds going in, and it being a fair chance, if I am possibly going to loose that much money. I was thinking that that would be a difficult game to play, even if the odds were 50/50"
"1043","exjt35yzb5t","L12B","L","12","B","L12",7,0,"male",45,"correct","There is no way of knowing which department so it would not matter to me I would have as much apprehension about both."
"1044","egzi35yztxn","L1A","L","1","A","L1",7,0,"male",28,"correct",NA
"1045","t1d035yz7ui","G3B","G","3","B","G3",7,0,"female",44,"correct","It really does not matter which department you choose as long as you do your job right."
"1046","z1l335yzdnh","L6A","L","6","A","L6",7,3,"female",45,"correct",NA
"1047","vacn35yzo0f","L1A","L","1","A","L1",7,3,"male",52,"correct","I'd rather know my chances. Either way the situation is a gamble."
"1048","cx6f35yzb3f","L6B","L","6","B","L6",7,1,"female",25,"correct",NA
"1049","ir9x35yzic7","L12A","L","12","A","L12",7,3,"female",56,"correct","I chose the option that there was a 50-50 chance that either department's budget would be slashed, because then at least I would know that there was an equal chance for either department's budget to either be slashed or not. I didn't choose the other option because then I would have less information. I would know that one department's budget would be slashed, but I would have no idea of the odds of each department having their budget slashed."
"1050","8zfb35yzdrg","L10B","L","10","B","L10",7,3,"male",35,"correct","I picked the answer I picked because I felt better knowing the odds. I think knowing the odds helps to improve in picking what option to chose. I was thinking if I have a 50/50 chance than there is a good chance that my job will be ok."
"1051","9jye35yznao","G1A","G","1","A","G1",7,2,"male",22,"correct",NA
"1052","pr5v35yzzn6","G4B","G","4","B","G4",7,-2,"female",48,"correct",NA
"1053","rnvj35yz8bs","L3B","L","3","B","L3",7,-1,"male",33,"correct",NA
"1054","5isp35yzm8i","L11A","L","11","A","L11",7,0,"male",42,"correct","I think that either situation was not ideal, so I chose no preference."
"1055","ck0835yze65","L2A","L","2","A","L2",7,3,"male",33,"correct","Probability. It's the flip of a coin."
"1056","vd1735yz5yi","G10B","G","10","B","G10",7,3,"female",56,"correct","The option I chose was 50/50. The first option did not state the percentages of each color ball that were in the urn."
"1057","qc0735yzzp0","G11B","G","11","B","G11",7,1,"male",34,"correct",NA
"1058","ugst35yzm2d","L12A","L","12","A","L12",7,3,"female",48,"correct","I chose the option where each department had a 50% chance of being cut. In this situation I would at least know I had a equal chance of loss. The other option was totally unknown, and it would be possible for me to choose to enter the department with a very slim chance of staying open."
"1059","maeq35yzdc0","L2A","L","2","A","L2",7,1,"male",29,"correct",NA
"1060","pd3735yz4v7","G9B","G","9","B","G9",7,2,"female",63,"correct","because it was the last question"
"1061","vhne35yzdwu","L12A","L","12","A","L12",6,0,"female",56,"correct",NA
"1062","yfko35yzzq7","G10B","G","10","B","G10",7,2,"male",47,"correct","Unless there's something I don't know (such as the odd of picking a winning ball could be 90%, I would feel better knowing what the odds are that I might win."
"1063","u9iz35yzw1b","L5A","L","5","A","L5",7,0,"female",41,"correct","Obviously you want it to be the benign option.  50% is only half odds, not that great.  Not knowing the chances with the second option made me feel like I just had to take a random chance."
"1064","pus735yz2uu","L3B","L","3","B","L3",7,2,"male",61,"correct","I chose it because the probability in A was unknown. At least with my choice I had a 50% probability of a better outcome."
"1065","hk9635yzx87","G5B","G","5","B","G5",7,-1,"male",40,"correct",NA
"1066","ekjt35yzznk","L10A","L","10","A","L10",7,1,"male",27,"correct","at first I thought there was 50% for both, but I wasn't entirely sure"
"1067","jor135yzfza","G10B","G","10","B","G10",7,1,"female",33,"correct","As the probability is unknown, there would be a chance that it would be 99% yellow, so I would have slightly preferred at least a somewhat reasonable chance over the chance of some very unfavorable probability."
"1068","csuk35yz2j9","G6A","G","6","A","G6",7,0,"male",35,"correct","Different probabilities of my crush being at one party or the other does not make any difference, because no matter what, your own choice would still be random."
"1069","633h35yzbiy","L3A","L","3","A","L3",6,2,"female",24,"correct",NA
"1070","i2sw35yzloe","G4B","G","4","B","G4",7,3,"female",53,"correct",NA
"1071","6qhh35yzebs","L4B","L","4","B","L4",7,-1,"female",41,"correct","I was hoping I could get a less chance at Virus X."
"1072","sxjn35yzuc9","G3B","G","3","B","G3",7,2,"female",31,"correct",NA
"1073","yntb35yzdk9","L7A","L","7","A","L7",7,2,"male",38,"correct","I chose to go with a known probability as an unknown could very well be a lower probability. This way I knew my chances ahead of time."
"1074","xjx535yzfgz","L11A","L","11","A","L11",7,0,"female",44,"correct","Because the end result ultimately didn't matter. If my kid had an equal interest and ability in tasks X and Y, one program would survive. I'd just put my kid in that program."
"1075","k0jo35yzxhq","L9A","L","9","A","L9",7,-2,"male",33,"correct","I might have better than 50/50 chance of winning."
"1076","qc0735yzzp0","G11B","G","11","B","G11",7,1,"male",34,"correct",NA
"1077","qygp35yz4cb","L8B","L","8","B","L8",7,-1,"female",37,"correct","I would want to know if my car was involved in the hailstorm; however, I would not want it to put a damper on my vacation."
"1078","e3zt35yzqg8","G8A","G","8","A","G8",7,1,"male",35,"correct","I think a 50/50 chance of having a date with someone attractive is decent enough!"
"1079","721g35yzb76","G3B","G","3","B","G3",7,-1,"male",58,"correct","Trying to figure probability of being in the 'good' department - having an even chance, to me, is better than an unknown chance."
"1080","dtw135yzx52","L11B","L","11","B","L11",7,2,"female",36,"correct","I just thought about which option I would prefer."
"1081","5ojh35yzrhs","L8B","L","8","B","L8",7,0,"female",37,"correct",NA
