subject,condition,vignetteType,vignetteNumber,answerOrder,vignette,dummyVignetteAnswer,vignetteAnswer,gender,age,postQuestion1,postQuestion2
v5dh35yzp34,G8B,G,8,B,G8,7,4,female,52,correct,To me a 50/50 chance was the same as one likes me one doesn't so it didn't matter just hope it is the right one who likes me.
mo1335yzt9h,L9A,L,9,A,L9,7,3,female,69,correct,Slightly A because of the 50/50 factor rather than the complete unknown.
r7x535yzk08,L2B,L,2,B,L2,6,4,male,24,correct,The outcome is already predetermined by who ever setup the date the % chance doesn't really matter in a sense.
qjcv35yzj3o,G11B,G,11,B,G11,7,5,male,37,correct,I like known percentages usually so I leaned towards the option that gave percentages.
pr8t35yzt9f,L6B,L,6,B,L6,7,4,male,39,correct,"I've no way to know which one is going to be closed, so it's indifferent."
kcng35yz8cj,G8A,G,8,A,G8,7,2,male,41,correct,It seems that both scenarios are equal mathematically. But I do prefer scenario A because assures me that the probability is 50%.
j06x35yzx46,L3A,L,3,A,L3,7,1,female,33,correct,"Because taking a promotion generally means more money, and I will take more money."
4nyi35yzqfp,L12B,L,12,B,L12,7,7,female,25,correct,NA
l12435yzusb,L7B,L,7,B,L7,7,6,male,41,correct,"To be in a situation, where you do have some information is far better then to be in a situation where you do not have any idea."
xt6o35yztny,L3B,L,3,B,L3,7,4,female,47,correct,NA
zj0035yzbem,L4A,L,4,A,L4,7,2,male,39,correct,"I was thinking that even though it was 50/50, I would still rather know the percentages."
ct2t35yzbi6,G6A,G,6,A,G6,7,6,female,25,correct,NA
8r6v35yz8kf,G2B,G,2,B,G2,7,6,female,36,correct,Because both people were attractive but it didn't really matter who I got to me. I was thinking about luck and what really mattered.
pdo535yzbts,L11A,L,11,A,L11,7,5,male,37,correct,NA
iwhj35yzguz,G10A,G,10,A,G10,3,2,male,41,correct,NA
6vc735yzxtx,G3A,G,3,A,G3,7,4,female,30,correct,I selected the middle one as there is no preference
ntjb35yza5b,G8B,G,8,B,G8,7,4,male,37,correct,"I would assume it was 50/50 if I had no other info, making each scenario the same."
akv435yzkfx,G1B,G,1,B,G1,7,6,male,30,correct,I think a 50% chance to win $1000 is better than the other option of not knowing the % you have to draw a red ball.
dak535yzjin,L2B,L,2,B,L2,7,7,male,33,correct,NA
zsj735yztfk,L12B,L,12,B,L12,7,2,male,22,incorrect,NA
bdae35yzyz8,G5B,G,5,B,G5,7,6,male,32,correct,NA
ld9i35yzzfi,G5A,G,5,A,G5,7,5,female,25,correct,NA
vlc435yz7lp,G8A,G,8,A,G8,7,2,male,52,correct,NA
gn3u35yz4wr,G9A,G,9,A,G9,6,5,male,63,correct,flip a coin you're either or. with possibly variable ratio I may get better chance to be lucky. for the flood question I reacted to far away on a hill. sure on a hill but maybe not far away is why not 100%.
3bcc35yzgrv,L10B,L,10,B,L10,7,2,male,39,correct,"Both lead to inconclusive results.  Given that, there's no real benefit to knowing it's a coin flip."
w3vu35yz3tu,L11B,L,11,B,L11,7,2,male,25,correct,"Both ways my car was gonna get damaged, even though the first statement could equal or be worse in terms of chance it felt better not knowing what the probability of the event occurring."
u7fe35yzpeu,G3B,G,3,B,G3,7,5,male,43,correct,NA
72zt35yzjja,G10A,G,10,A,G10,7,4,male,45,correct,either way there was not a good chance of her being at the party I chose.
xcw535yz0g6,L11B,L,11,B,L11,7,3,female,43,correct,50/50 isn't great odds - I would slightly prefer to not know the odds - that way I can at least tell myself that *Maybe* the odds are in my favor.
jwg335yzi16,L6B,L,6,B,L6,7,7,female,39,correct,"I was thinking how sad it is to not know about your future. I mean, you know that if you don't pick the right choice there's a 50% chance to be terminated but there is nothing you can do about it, you're not a fortune teller so you can't be certain about the branch that will stay open... It's a conundrum that won't make you sleep at night."
u7xd35yzocx,L3A,L,3,A,L3,7,4,male,29,correct,NA
28ts35yzo4y,G11A,G,11,A,G11,7,4,female,47,correct,NA
l3ac35yzqs9,G8A,G,8,A,G8,7,4,female,33,correct,"I really didn't care either way, if Y liked me it wouldn't be the end of the world but it would also make me sad to know if it was a 99% probability of them."
9qta35yzr6g,L9B,L,9,B,L9,7,2,female,32,correct,"I guess the odds being 50-50 would make me feel worse than not knowing the odds at all. As the reality of the virus isn't something I can control, not knowing the odds would let me pretend the odds were better than they might actually be, if that makes sense."
uril35yzxwh,L11B,L,11,B,L11,7,2,male,29,correct,NA
pjix35yzrkr,G5B,G,5,B,G5,6,7,male,30,correct,NA
4cr435yz6oj,L3B,L,3,B,L3,7,4,male,35,correct,NA
a14x35yzra4,L6B,L,6,B,L6,7,5,female,42,correct,NA
qota35yzly7,G3A,G,3,A,G3,7,4,female,64,correct,Both options were very similar so I had no preference. Either choice would give the same results
p7lb35yzoin,G10B,G,10,B,G10,7,2,male,39,correct,NA
nfxh35yza04,G4B,G,4,B,G4,7,5,male,41,correct,"While the two choices are technically the same, I didn't pick indifferent because I'd want to know for certain there was at least some chance that the endeavor my child chose could receive the scholarship.  Or even that it had a 50% chance as opposed to worse odds.  The idea that I didn't know at all, and that it could be a really small percentage, bothered me for the other option.  So, again, even though the choices were really mathematically identical, the ""certainty"" of a 50-50 shot made me feel slightly better."
vwy535yzd86,L4B,L,4,B,L4,7,6,female,49,correct,NA
qx4535yz1an,L12B,L,12,B,L12,7,7,male,45,correct,NA
bit435yz3s2,L11B,L,11,B,L11,7,2,female,47,correct,"I was thinking that I would try not to worry too much about it, I would rather wait and see since there is a 50% chance it could go either way."
rkmq35yztwk,L10B,L,10,B,L10,7,4,male,31,correct,NA
4tia35yzqre,G11A,G,11,A,G11,7,4,male,56,correct,the probability is uncertain in option B and 50-50 in option A which made my choice even
mkk635yzyvl,G10B,G,10,B,G10,7,4,male,40,correct,NA
kqni35yzdw2,G3A,G,3,A,G3,7,4,female,44,correct,"If I cannot know the probability of an outcome, I usually assume odds are even (50%)."
76lq35yzwvu,L9A,L,9,A,L9,7,1,male,37,correct,I liked to see the actual probability instead of just a blanket statement that said it could be X or Y.
derj35yz2uu,G8B,G,8,B,G8,7,7,male,23,incorrect,I prefer exact numbers
mfta35yz8ia,L9A,L,9,A,L9,7,5,female,31,correct,NA
yul035yz8tp,G10A,G,10,A,G10,7,1,female,43,correct,"The crush is going to be at one or the other, so it is a 50/50 change.  It is taking a risk of seeing or missing them either way."
ztsd35yzovj,G9A,G,9,A,G9,7,3,female,36,correct,NA
5nwm35yz2bn,G8A,G,8,A,G8,7,5,female,42,correct,If the situation was B there could be a higher or lower chance of the crush being mutual than in A. I slightly prefer B because of the possibility of a higher chance of a mutual crush.
iie035yz979,L2B,L,2,B,L2,7,4,male,36,correct,NA
0mnn35yzgw6,L11A,L,11,A,L11,7,6,male,37,correct,I was thinking about how things work out in my life and the probability is high that my car is safe. I was more confident than taking the 50% chance.
3ndu35yznn2,G5A,G,5,A,G5,7,1,male,34,correct,"the numbers the percents used, they were more concrete for my visualization"
uaxk35yzc0x,L4A,L,4,A,L4,7,5,female,25,correct,NA
id0e35yzh3r,L12B,L,12,B,L12,7,7,male,34,correct,I don't want to go blind into an election with what could be false hope. Better that I know it is 50/50.
6qbg35yztl8,G11A,G,11,A,G11,7,6,female,32,correct,NA
icah35yzve1,L10B,L,10,B,L10,7,4,male,35,correct,NA
h94935yz9f8,G6A,G,6,A,G6,7,4,male,43,correct,"It really boils down to a 50 50 chance in either scenerio. THere really isnt enough info to make a good choice, only a gamble."
1a8a35yze1g,L6B,L,6,B,L6,6,4,female,52,correct,NA
v5jy35yzajl,L5B,L,5,B,L5,7,4,female,22,correct,"I chose in the middle (no preference) because both situations seemed pretty uncertain and bad, neither option seemed to be clearly better or safer than the other because either way one of your stocks is going to plummet and you have no way of knowing which one it would be."
7joz35yzwd3,L5A,L,5,A,L5,7,2,female,40,correct,NA
6c9l35yzbiu,G4A,G,4,A,G4,7,3,female,44,correct,NA
0j8035yz9fr,G3A,G,3,A,G3,7,3,female,33,correct,NA
evwo35yzcby,G11A,G,11,A,G11,7,2,female,40,correct,NA
lvb135yziom,L11A,L,11,A,L11,7,6,female,38,correct,NA
5a7e35yzjss,L6A,L,6,A,L6,7,4,male,36,correct,NA
6fu135yz1gp,G8A,G,8,A,G8,7,2,female,66,correct,I would rather have a small chance than no chance at all.
vudy35yzm3w,L6A,L,6,A,L6,7,2,female,31,correct,NA
5zpa35yzf0h,G9B,G,9,B,G9,6,4,male,36,correct,NA
m1ik35yzrqt,L5A,L,5,A,L5,7,3,male,18,correct,I wanted to know the probabilities instead of being left in the dark about them. I was thinking about how I wanted to know.
zino35yzz9y,L11A,L,11,A,L11,7,4,female,38,correct,The circumstances seemed comparatively uncertain to me.
u3bp35yz32v,L2A,L,2,A,L2,7,4,male,29,correct,Both situations were similar in the situation that was presented in order for me to make a decision regarding.
83wo35yzefp,L3B,L,3,B,L3,7,5,female,49,correct,It was a hard decision.  I thought that I might prefer there being an even chance that either department's budget would be slashed versus knowing that one might have a higher probability of being slashed.  I'm afraid that I might keep questioning why I was working so hard when it was possible there was a very high possibility of a huge budget decrease.
depf35yzmpq,L12A,L,12,A,L12,7,2,female,44,correct,"I was think I would rather know it was a very close race if I did lose. With the other option it could have been a landslide, but not in my favor which would have felt worse. If I were going to lose, I'd rather know it was very close."
379u35yzqze,L10B,L,10,B,L10,7,1,female,67,correct,"I was thinking, that for the time being, until I could find out which pathogen I had, I would prefer the possibility that the percentages of having a good outcome could be much higher."
sb2j35yztvg,G4A,G,4,A,G4,7,5,female,58,correct,"at least there would be a 50-50 chance, where the other choice is unknown chances, and might be even less than 50 for whatever I chose."
au4b35yz1l8,L12A,L,12,A,L12,7,2,female,27,correct,"It would be nice to know the probability of winning and losing exactly, to change plans as needed"
tth335yz8gr,L12A,L,12,A,L12,7,7,female,64,correct,"I answered B because It was more or less a true,non stressful realization. The first choice made me a little frightened. B relaxed me when I read it. I could look at B  as the time to step back and think about things and not stress if I lost the re-election."
u6pp35yzr5r,L6A,L,6,A,L6,7,2,female,65,correct,"I would rather know that there was a 50% chance of my branch closing than not to know. With the 50/50 knowledge, I know it's worthwhile to investigate new opportunities, save money, etc. If I didn't know the percentages, I might be tempted to think I had a good chance of being in the branch that didn't close. I would also likely swing to the other direction and be sure I was going to lose my job. 

That might not make a lot of sense. I guess I just like having more information and less uncertainty."
cl3z35yzg2f,L12A,L,12,A,L12,7,2,male,56,correct,"I'd want to know the odds, even if it's the unsatisfying chances of 50-50."
5hdk35yz17s,L5A,L,5,A,L5,7,3,female,49,correct,I would rather know my probability than to be unsure therefore I chose A.
8rqa35yzw7h,L6B,L,6,B,L6,7,5,male,27,correct,"Personally, I chose what I did because I'd rather have a 50/50 shot than possible skew on either side. For example, if I chose one bank I would feel better about the odds if it was 50 rather than some arbitrary values like 90 or 20. 90% would be good, but since I wouldn't know that it could ery easily be the 20%."
63ze35yzcm8,L7A,L,7,A,L7,7,7,female,55,correct,50% is high and I guess I would feel more hopeful not knowing the odds.
1xuo35yzpnh,G7A,G,7,A,G7,7,4,male,27,correct,There really wasn't much difference between the 2.
5xh535yz52m,L10B,L,10,B,L10,7,3,male,30,correct,NA
y3re35yzn8q,L1A,L,1,A,L1,7,2,male,35,correct,NA
a0sj35yz2lc,L10B,L,10,B,L10,7,2,male,53,correct,NA
884v35yzl3l,G4A,G,4,A,G4,1,4,female,38,correct,"I would have no control over the outcome either way, assuming I had no influence over the wealthy individual's investment choice. I would rather have less pressure on myself and my child, allowing them to decide their course of study based on what would make them happy rather than on financial factors."
8bh335yzgas,L3A,L,3,A,L3,7,4,female,33,correct,"If they don't know which will get slashed, then I do not care because there's a 50/50 that each are going to have issues."
g2nu35yzl4e,G3A,G,3,A,G3,7,4,male,41,correct,NA
reo335yzvwg,L8B,L,8,B,L8,7,6,male,28,correct,I rather know my chances even if it turn out negative.
kvn735yzd8h,L5B,L,5,B,L5,7,6,male,34,correct,NA
iejm35yzcnd,L3B,L,3,B,L3,7,6,female,53,correct,I would prefer a 50/50 chance rather than not knowing which department's budget will be slashed as that % could be much higher (ie   100/0)
ff9w35yz19p,G5A,G,5,A,G5,7,2,female,42,correct,NA
ug2z35yzuw8,G4A,G,4,A,G4,7,5,female,42,correct,NA
79r535yzh58,L12B,L,12,B,L12,7,4,female,51,correct,Both the answers had the same outcome
ez2n35yzpkh,L4B,L,4,B,L4,7,6,female,45,correct,NA
hrm435yzqxj,L11A,L,11,A,L11,7,4,female,37,correct,NA
0gqf35yzjvc,G12A,G,12,A,G12,7,3,male,30,correct,NA
pw9g35yz50e,G11B,G,11,B,G11,7,4,male,36,correct,NA
mhjv35yzxxu,L8B,L,8,B,L8,7,3,female,22,correct,NA
dobw35yz624,L10B,L,10,B,L10,7,5,female,21,correct,I would rather take a 50/50 chance and know for sure.
u9ks35yzivt,L11A,L,11,A,L11,7,6,female,26,correct,I felt like it was a 50/50 chance it struck my car
uqoq35yzeec,G3B,G,3,B,G3,7,2,male,37,correct,"I was not interested in the 50/50 shot, I believe I would be able to guess what department would be favored if one of them had a high probability."
5xkl35yz3pz,L6A,L,6,A,L6,7,1,female,35,correct,The option I chose on the last question was mainly do to me believing it's the only truth.
i75j35yzxt6,G5B,G,5,B,G5,5,5,female,29,correct,I would slightly rather it be 50/50 than not knowing the likelihood at all.
h6o835yzn76,G7A,G,7,A,G7,2,4,male,24,correct,NA
ck1e35yz7w9,G3A,G,3,A,G3,7,4,female,31,correct,NA
ga6735yzevi,G4A,G,4,A,G4,7,3,female,47,correct,NA
aols35yzxih,G4B,G,4,B,G4,7,7,female,40,correct,NA
96yq35yzdap,G4B,G,4,B,G4,7,5,female,45,correct,I was thinking 50% / 50% might be better than if it turns out to be 70% / 30% or something like that I guess.
w5qz35yzvsk,L7A,L,7,A,L7,7,5,male,55,correct,I slightly preferred the unknown chance because I hoped the odds might be better than 50/50.
1yqk35yzyqf,G4B,G,4,B,G4,7,5,female,61,correct,I was thinking about what the unknown probabilities might be. I decided that my child might be better off with a definite 50% chance of getting the scholarship because the unknown chance could be less.
x1dn35yz54m,G10A,G,10,A,G10,7,4,male,37,correct,I do not know which party the crush would be at. So both answers still have me with the same question of which party the woman will be at.
4k6z35yzbyi,G2A,G,2,A,G2,7,4,female,31,correct,NA
kaz535yzh8m,L11B,L,11,B,L11,7,4,male,29,correct,As far as I'm concerned knowing the statistical probability that my car would be effected is no different than a blanket yes/no state. Either my car will be damaged or it won't. Knowing the numbers wouldn't help me either way.
2lws35yzyra,L8B,L,8,B,L8,7,6,female,33,correct,I figured if one snake was only POSSIBLY poisonous and the other was definitely harmless then a 50/50 chance of it being either snake means that there's a definite smaller chance of me being harmed.
6rij35yziu1,G6B,G,6,B,G6,7,4,female,74,correct,"Since I had no idea which company would get the funding, I simply did not have a preference.  I would just go with the flow."
cs9135yz6v7,G4A,G,4,A,G4,7,4,female,41,correct,I was thinking that it would be better to know that each one had the same chance of being the correct one.
7ym735yzpvv,G11B,G,11,B,G11,7,6,male,36,correct,"I'd rather know I had a 50% chance of seeing it, rather than going with the other option and it only being a 20% chance or something. The other option was an unknown percentage, so I leaned more toward the known percentage option."
y8ht35yz26f,G6A,G,6,A,G6,7,5,female,29,correct,NA
7n7335yzgtq,L2B,L,2,B,L2,7,7,female,40,correct,NA
t7rs35yzwkj,G2B,G,2,B,G2,7,6,male,20,correct,I chose this answer because it probably implied a better probability of getting to date the more attractive person.
arud35yzh0m,L6B,L,6,B,L6,2,4,female,34,correct,NA
gibs35yz8tr,L5B,L,5,B,L5,7,5,female,50,correct,Reducing uncertainty as much as possible was important.
ggeo35yzt3i,L5A,L,5,A,L5,1,4,male,30,correct,NA
4yba35yzild,L9B,L,9,B,L9,7,6,female,39,correct,NA
6aol35yz54d,L8B,L,8,B,L8,2,4,female,38,correct,NA
8oeb35yzu89,L6B,L,6,B,L6,7,5,female,40,correct,NA
o00g35yzbmr,L2B,L,2,B,L2,7,6,female,68,correct,NA
kgm535yzksy,L1A,L,1,A,L1,7,2,male,50,correct,NA
6m1l35yz1bf,G1A,G,1,A,G1,7,2,female,68,correct,Because I at least had a 50/50 chance
txxv35yzwyr,L1B,L,1,B,L1,7,2,male,27,correct,NA
0esi35yzsw6,L2A,L,2,A,L2,7,7,male,32,correct,NA
g1h135yztot,L12B,L,12,B,L12,7,3,female,43,correct,NA
nux935yzrhq,L9A,L,9,A,L9,7,4,female,52,correct,NA
azcf35yz1x9,L2B,L,2,B,L2,7,7,male,45,correct,NA
yedg35yzh6a,G3B,G,3,B,G3,7,3,male,52,correct,I said that I slightly preferred the scenario where there was ambiguity about the exact preferences.   I decided that I liked this scenario better as it allowed me to try and better assess the decision to make the best possible that I could as opposed to making a 50%/50% decision which is basically the equivalent of flipping a coin.
j37c35yz9jk,L2B,L,2,B,L2,7,7,female,31,correct,that between the 2 gentlemen 50% is the correct percentage
kama35yz941,L10A,L,10,A,L10,7,6,female,44,correct,I would rather be certain than not know.
rnoi35yzziw,G5A,G,5,A,G5,7,5,female,56,correct,"It was a tough one to decide, but I slightly preferred not knowing the percent chance of one stock skyrocketing.  Mostly because my choice would be a 50/50 decision, and I think I could accept the outcome better not knowing that the stocks had equal likelihood of skyrocketing."
m5aj35yz7y4,L5A,L,5,A,L5,7,2,female,50,correct,I thought that I would prefer to know how much my stocks would drop.
3qx535yz0oz,L12A,L,12,A,L12,7,2,male,57,correct,NA
kgeq35yzfro,L1A,L,1,A,L1,6,2,female,42,correct,NA
czcm35yz2zc,G1B,G,1,B,G1,7,7,male,36,correct,I'd rather know the odds and 50/50 is quite fair.
xk3035yzccu,L5B,L,5,B,L5,7,4,female,35,correct,NA
3hwi35yzncj,L11B,L,11,B,L11,7,5,male,33,correct,NA
go5635yze80,G5A,G,5,A,G5,7,4,female,47,correct,NA
toe235yz92j,G10B,G,10,B,G10,7,4,female,54,correct,"I answered ""no preference"", because the first answer said the odds were unknown between the two, and I would assume 50/50 odds. And the second answer stated there were 50/50 odds."
lt6y35yz8bp,L9B,L,9,B,L9,6,6,male,50,correct,NA
hh6a35yzbx1,L6B,L,6,B,L6,6,4,male,19,correct,"Since I don't know what the odds are for A, it's a 50/50 situation to me anyway, so the two options are the same."
dlii35yzrlr,L7B,L,7,B,L7,7,5,male,63,correct,"I was trying to decide which was the least damaging but it was a difficult choice between the 50/50 B option or the unknown probability of option A. I'm still not sure which is better but option B at 50% at least put a limit on it whereas option A didn't. So, I guess I avoided the unknown option."
7pay35yzt80,G8A,G,8,A,G8,7,2,female,27,correct,I'd rather have more of a certainty of knowing which one liked me (50% each) as opposed to not knowing the specific probabilities.
1mup35yzec9,L5B,L,5,B,L5,7,4,female,49,correct,Because it was basically the same outcome. Either way one of the stocks was dropping.
hi4t35yze8f,L2A,L,2,A,L2,7,4,male,24,correct,"Appearance don't necessarily make a good date, an individual is more than just their looks, as such I am totally indifferent as to who my date is. A pretty person can be soulless and boring and end up ruining the date."
w0tk35yz85w,G4B,G,4,B,G4,7,6,male,51,correct,NA
19ay35yzq10,G12A,G,12,A,G12,6,3,female,25,correct,NA
alx335yz8x7,G3A,G,3,A,G3,6,4,male,48,correct,NA
oz4f35yzgub,L3B,L,3,B,L3,7,6,male,51,correct,NA
mmd035yzqxf,G4A,G,4,A,G4,3,1,female,26,correct,NA
zdzz35yzi0h,L2B,L,2,B,L2,7,2,female,57,correct,"If there is no guarantee of which person is my date, I would rather leave it up to chance without knowing the odds."
ewjs35yzfdv,G4B,G,4,B,G4,7,4,male,51,correct,NA
bou435yzmfm,L4A,L,4,A,L4,6,4,male,27,correct,NA
z2ac35yz39j,G11A,G,11,A,G11,7,4,female,39,correct,NA
u20c35yzv21,L7A,L,7,A,L7,7,2,other,43,correct,NA
k7yc35yz30l,G3B,G,3,B,G3,7,4,female,25,correct,NA
00s735yzmt4,L12A,L,12,A,L12,7,1,male,37,correct,"I would rather have data to go by than just information without any data. In both cases, I could win or lose. But in one case knew I had equal chances of winning or losing. In the other I had no such information."
ah4i35yzhxi,G1A,G,1,A,G1,7,1,female,44,correct,I remembered what it was about the balls.
pmkz35yz26y,L3A,L,3,A,L3,7,6,male,42,correct,"I was thinking about how I might improve my 50/50 odds of picking the ""correct"" department; that is, the department that won't have its budget slashed. I chose (B) because with each probability being unknown, and since I have not yet accepted the promotion offer yet (meaning I haven't chosen my department yet either), I would try to gather more information that could lead me in the right direction. With choice (A), the wording suggests not that the percentages are unknown (like with option B), but that it's a 50/50 proposition. With this in mind, I would prefer to go with the unknown and try to nail down some figures so I could make an informed decision about which department to head."
68sb35yzxz2,G4A,G,4,A,G4,7,4,female,41,correct,NA
ws1035yz2sz,L2B,L,2,B,L2,7,6,female,53,correct,NA
wjjj35yzscr,L3A,L,3,A,L3,7,3,female,44,correct,The last question asked which department to choose for budget cuts at work.  I selected the answer above that was closest to the question.  I chose the answer I did because there was a chance that the department I worked in didnt have any budget cuts.
4txg35yz60u,G6B,G,6,B,G6,7,4,female,38,correct,"I chose the answer I did because, since I don't know the probabilities in option A, then I can't assume it is any better than 50/50 like in option B so I don't really prefer either one as they could possibly be the same."
ihdd35yzkv2,L11B,L,11,B,L11,7,5,female,38,correct,NA
jn9t35yzbh0,L5A,L,5,A,L5,7,3,male,54,correct,"Because I had some information about the probability, vs not having any info."
m5n035yzf5s,G12B,G,12,B,G12,7,4,male,33,correct,Because there was no noticeable downsides to each option.
prb935yz7zn,G5A,G,5,A,G5,5,1,female,52,correct,NA
sknd35yzeim,G10B,G,10,B,G10,7,7,female,38,correct,The answer made more sense to me. The 50% told me of the exact probability and I always like to know exactly what I am up against and what my chances are of success. I was thinking that one situation would be no better than the other
f89s35yz8nf,G2B,G,2,B,G2,7,7,female,29,correct,NA
xb0x35yzlqy,L11B,L,11,B,L11,7,2,female,45,correct,because maybe there would be a 90% to 10% chance instead
0hoi35yz20h,G12A,G,12,A,G12,7,4,male,40,correct,NA
rst935yzjox,G1A,G,1,A,G1,7,3,male,40,correct,NA
ejgy35yz3cb,L5A,L,5,A,L5,7,1,male,29,correct,NA
imf235yzwid,L8B,L,8,B,L8,7,4,female,51,correct,NA
mowg35yz12m,G5B,G,5,B,G5,7,6,male,39,correct,NA
hzfv35yzu11,L12B,L,12,B,L12,7,5,female,35,correct,NA
egle35yzckb,L4A,L,4,A,L4,6,7,male,37,correct,"It was there in the question itself that the school has not finalized the exact program they were going to discontinue, and I felt that the answer I chose was appropriate keeping in mind the scenario provided."
4ibf35yzhju,L8A,L,8,A,L8,7,6,male,43,correct,I picked that answer because it was more realistic than a simple 50-50 chance in this situation with the snake bite.
zeqw35yzy0o,L1B,L,1,B,L1,7,2,male,55,correct,at least you would have some idea what you were up against
7i3335yzif2,G4A,G,4,A,G4,7,4,male,35,correct,I am thinking that 50/50 odds make it impossible to predict the outcome or choose a specialization for my child now.  The unknown outcome probably has one choice or the other in my favor but their is no way of knowing so I could specialize my child in something with no shot of being the scholarship specialization.  Both options are unhelpful in the decision making process.
yu4435yzde5,L1A,L,1,A,L1,7,2,male,34,correct,I like to know my chances for something before hand.
f2wm35yz235,L2B,L,2,B,L2,7,6,female,47,correct,There's less ambiguity in situation B; that makes it less stressful for me.
yudm35yzwe2,L5B,L,5,B,L5,7,5,female,62,correct,"There really is no difference between the two options. I have no idea which of the two stocks will plummet. If I choose option A either stock could plummet. If I choose option B, the only difference is that I know both stocks have the same risk of being the stock that will plummet. So, I selected option B because at least I know that both stocks have the same risk of plummeting."
6xxn35yzu29,L5A,L,5,A,L5,7,4,female,28,correct,NA
tcg035yzfis,L2B,L,2,B,L2,7,5,male,38,correct,NA
bt0w35yzvxq,G10B,G,10,B,G10,7,4,female,44,correct,"It didn't seem to make a difference how likely they'd be there, since I didn't know the probability."
em7h35yzd50,G1B,G,1,B,G1,7,7,male,47,correct,A 50/50 chance to win a thousand bucks seems like a good position to be in.
gppa35yzpk3,L5B,L,5,B,L5,7,4,male,52,correct,either one I did not know which one will plummet and which one would grow.
61v235yzojy,L1B,L,1,B,L1,7,6,female,31,correct,"I would rather know my odds going in, and it being a fair chance, if I am possibly going to loose that much money. I was thinking that that would be a difficult game to play, even if the odds were 50/50"
exjt35yzb5t,L3B,L,3,B,L3,7,4,male,45,correct,There is no way of knowing which department so it would not matter to me I would have as much apprehension about both.
egzi35yztxn,L5A,L,5,A,L5,7,4,male,28,correct,NA
x6dj35yz5ph,G3B,G,3,B,G3,2,4,male,45,correct,NA
6u5u35yzp86,L7A,L,7,A,L7,1,2,female,34,correct,"I was thinking that option B could have been a higher probability of infestation X, and with a 50/50 shot, those were nicer odds."
t1d035yz7ui,G3B,G,3,B,G3,7,4,female,44,correct,It really does not matter which department you choose as long as you do your job right.
z1l335yzdnh,L2A,L,2,A,L2,7,1,female,45,correct,NA
vacn35yzo0f,L5A,L,5,A,L5,7,1,male,52,correct,I'd rather know my chances. Either way the situation is a gamble.
cx6f35yzb3f,L2B,L,2,B,L2,7,5,female,25,correct,NA
ir9x35yzic7,L3A,L,3,A,L3,7,1,female,56,correct,"I chose the option that there was a 50-50 chance that either department's budget would be slashed, because then at least I would know that there was an equal chance for either department's budget to either be slashed or not. I didn't choose the other option because then I would have less information. I would know that one department's budget would be slashed, but I would have no idea of the odds of each department having their budget slashed."
8zfb35yzdrg,L6B,L,6,B,L6,7,7,male,35,correct,I picked the answer I picked because I felt better knowing the odds. I think knowing the odds helps to improve in picking what option to chose. I was thinking if I have a 50/50 chance than there is a good chance that my job will be ok.
9jye35yznao,G5A,G,5,A,G5,7,2,male,22,correct,NA
pr5v35yzzn6,G8B,G,8,B,G8,7,2,female,48,correct,NA
rnvj35yz8bs,L7B,L,7,B,L7,7,3,male,33,correct,NA
5isp35yzm8i,L4A,L,4,A,L4,7,4,male,42,correct,"I think that either situation was not ideal, so I chose no preference."
ck0835yze65,L8A,L,8,A,L8,7,1,male,33,correct,Probability. It's the flip of a coin.
vd1735yz5yi,G1B,G,1,B,G1,7,7,female,56,correct,The option I chose was 50/50. The first option did not state the percentages of each color ball that were in the urn.
qc0735yzzp0,G11B,G,11,B,G11,7,5,male,34,correct,NA
ugst35yzm2d,L3A,L,3,A,L3,7,1,female,48,correct,"I chose the option where each department had a 50% chance of being cut. In this situation I would at least know I had a equal chance of loss. The other option was totally unknown, and it would be possible for me to choose to enter the department with a very slim chance of staying open."
maeq35yzdc0,L8A,L,8,A,L8,7,3,male,29,correct,NA
pd3735yz4v7,G4B,G,4,B,G4,7,6,female,63,correct,because it was the last question
vhne35yzdwu,L3A,L,3,A,L3,6,4,female,56,correct,NA
yfko35yzzq7,G1B,G,1,B,G1,7,6,male,47,correct,"Unless there's something I don't know (such as the odd of picking a winning ball could be 90%, I would feel better knowing what the odds are that I might win."
u9iz35yzw1b,L10A,L,10,A,L10,7,4,female,41,correct,"Obviously you want it to be the benign option.  50% is only half odds, not that great.  Not knowing the chances with the second option made me feel like I just had to take a random chance."
pus735yz2uu,L7B,L,7,B,L7,7,6,male,61,correct,I chose it because the probability in A was unknown. At least with my choice I had a 50% probability of a better outcome.
hk9635yzx87,G9B,G,9,B,G9,7,3,male,40,correct,NA
iyeb35yz1oh,G3A,G,3,A,G3,1,6,male,62,correct,If I was running a department I would need some support -it is better than betting on an all or nothing shot
ekjt35yzznk,L6A,L,6,A,L6,7,3,male,27,correct,"at first I thought there was 50% for both, but I wasn't entirely sure"
jor135yzfza,G1B,G,1,B,G1,7,5,female,33,correct,"As the probability is unknown, there would be a chance that it would be 99% yellow, so I would have slightly preferred at least a somewhat reasonable chance over the chance of some very unfavorable probability."
csuk35yz2j9,G10A,G,10,A,G10,7,4,male,35,correct,"Different probabilities of my crush being at one party or the other does not make any difference, because no matter what, your own choice would still be random."
633h35yzbiy,L7A,L,7,A,L7,6,2,female,24,correct,NA
i2sw35yzloe,G8B,G,8,B,G8,7,7,female,53,correct,NA
6qhh35yzebs,L9B,L,9,B,L9,7,3,female,41,correct,I was hoping I could get a less chance at Virus X.
